gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
Male,1,Yes,Yes,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,32.99,144.26,No
Female,1,Yes,No,60,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,No,Mailed check,68.76,4088.34,No
Male,0,No,No,69,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),38.23,2603.68,No
Male,0,Yes,No,7,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),87.55,572.06,Yes
Male,0,No,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,22.15,223.66,Yes
Male,0,Yes,No,49,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),91.14,4515.58,No
Female,1,No,No,34,Yes,Yes,DSL,No,No,No,No,Yes,No,One year,Yes,Mailed check,51.82,1800.67,No
Male,0,Yes,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),43.93,3135.42,No
Female,0,No,No,39,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),101.81,4001.31,No
Male,0,No,No,47,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,32.19,1465.69,No
Female,0,No,No,17,Yes,No,DSL,No,No,Yes,Yes,No,No,One year,No,Electronic check,73.0,1251.09,No
Male,0,Yes,No,23,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,One year,Yes,Bank transfer (automatic),108.78,2539.22,No
Male,0,No,No,12,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),111.65,1325.21,Yes
Female,1,Yes,Yes,10,No,No phone service,Fiber optic,Yes,No,No,No,No,No,Two year,No,Electronic check,113.87,1127.46,Yes
Female,0,Yes,Yes,8,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,One year,No,Bank transfer (automatic),95.25,777.27,No
Male,0,Yes,No,65,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,99.33,6493.84,Yes
Female,0,No,Yes,5,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),85.9,433.74,Yes
Male,1,Yes,No,37,No,No phone service,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),117.68,4398.09,Yes
Female,0,No,Yes,37,Yes,No,DSL,No,No,No,No,Yes,No,Two year,Yes,Credit card (automatic),47.74,1775.03,No
Female,0,Yes,No,4,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),82.81,315.66,Yes
Male,0,Yes,No,61,No,No phone service,Fiber optic,Yes,No,No,No,No,Yes,One year,No,Credit card (automatic),114.59,7024.37,No
Female,1,Yes,Yes,36,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,26.79,996.0,No
Male,0,Yes,Yes,9,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,One year,No,Mailed check,104.23,952.62,No
Male,0,No,No,9,No,No phone service,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,76.32,650.61,Yes
Male,1,No,No,51,Yes,No,DSL,No,Yes,No,No,No,Yes,Two year,No,Mailed check,53.69,2688.43,No
Male,0,No,No,45,Yes,Yes,DSL,Yes,No,No,No,Yes,No,One year,Yes,Electronic check,81.38,3617.29,No
Female,0,Yes,Yes,30,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),48.79,1438.89,No
Male,0,Yes,Yes,29,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,104.42,3001.98,Yes
Male,0,No,Yes,2,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),53.6,118.94,No
Female,0,Yes,Yes,2,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),42.18,77.49,Yes
Male,0,Yes,No,39,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),91.8,3532.8,Yes
Female,0,No,Yes,26,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Two year,No,Electronic check,111.47,2934.79,No
Male,0,Yes,Yes,18,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),104.0,1881.37,No
Female,0,Yes,No,27,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Electronic check,85.5,2297.73,Yes
Female,0,Yes,No,44,Yes,No,Fiber optic,No,No,No,No,No,No,One year,No,Electronic check,95.08,4172.17,No
Female,0,No,No,21,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),92.71,1907.48,No
Male,1,Yes,No,25,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,72.41,1811.38,Yes
Male,0,No,No,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),52.75,1104.08,No
Female,0,Yes,Yes,48,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Two year,No,Credit card (automatic),76.1,3654.95,No
Male,0,Yes,Yes,3,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Two year,No,Mailed check,65.73,148.68,No
Female,0,Yes,No,67,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Two year,No,Mailed check,86.86,5831.58,No
Male,0,No,No,40,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),46.1,1794.75,No
Female,0,Yes,No,17,Yes,No,DSL,Yes,No,No,Yes,No,No,Two year,No,Bank transfer (automatic),76.69,1344.93,No
Female,0,No,No,55,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,49.16,2705.4,No
Male,0,Yes,No,68,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,42.15,2885.25,No
Male,0,Yes,No,4,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Two year,Yes,Mailed check,89.07,393.75,Yes
Female,0,Yes,No,14,Yes,No,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),59.59,862.76,Yes
Male,0,No,No,10,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),57.61,580.6,No
Female,1,Yes,Yes,5,Yes,No,DSL,No,No,Yes,No,Yes,No,Two year,Yes,Mailed check,45.79,219.31,No
Male,0,No,Yes,53,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Two year,No,Electronic check,116.74,6229.62,No
Female,0,No,No,14,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),26.54,323.87,No
Female,0,No,No,27,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,47.1,1262.32,No
Male,0,No,Yes,59,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,51.27,3024.87,No
Female,0,No,No,44,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),101.97,4523.8,No
Male,0,No,No,49,Yes,No,Fiber optic,No,No,No,No,Yes,No,Two year,No,Credit card (automatic),104.57,5090.48,No
Female,0,Yes,No,7,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Mailed check,77.74,564.12,No
Male,0,No,No,70,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),85.69,6015.13,No
Male,0,No,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,27.02,208.07,No
Male,0,Yes,Yes,51,No,No phone service,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,83.65,4303.01,Yes
Male,0,No,No,46,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),55.2,2537.64,No
Male,0,No,Yes,30,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,One year,Yes,Mailed check,110.38,3270.59,Yes
Female,1,Yes,No,61,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),79.1,4859.12,No
Male,0,No,No,65,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,45.63,2940.71,No
Female,1,Yes,Yes,5,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,28.07,165.78,No
Male,0,Yes,Yes,69,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),67.13,4638.17,No
Male,0,Yes,No,17,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Two year,No,Mailed check,87.97,1450.29,No
Female,0,No,No,57,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,39.18,2183.54,No
Female,0,Yes,No,59,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,80.88,4734.64,No
Male,1,No,No,40,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),72.65,2883.3,Yes
Male,0,Yes,No,63,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,33.56,2091.7,No
Female,0,Yes,No,60,Yes,No,DSL,No,No,Yes,No,No,Yes,Two year,No,Mailed check,69.97,4170.34,No
Female,0,No,No,38,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,No,Mailed check,107.1,4106.79,Yes
Female,1,Yes,Yes,13,No,No phone service,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,78.53,1024.26,No
Male,0,No,Yes,31,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,59.53,1807.1,No
Male,0,Yes,No,65,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,53.42,3432.7,No
Female,1,No,No,14,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,No,Mailed check,93.65,1320.21,No
Female,1,No,Yes,72,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),98.36,7099.24,No
Male,0,Yes,No,13,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),50.55,678.52,No
Male,0,Yes,Yes,48,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,39.18,1895.99,No
Male,1,Yes,No,46,Yes,No,DSL,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),74.27,3429.81,No
Female,0,No,Yes,14,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Two year,No,Credit card (automatic),100.27,1431.99,No
Male,0,No,No,34,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Month-to-month,No,Credit card (automatic),64.39,2147.1,No
Male,0,Yes,Yes,10,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),119.54,1210.5,Yes
Male,0,Yes,No,26,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,One year,Yes,Electronic check,117.25,3016.81,Yes
Female,0,No,Yes,70,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),88.8,6185.59,Yes
Male,0,Yes,No,3,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),99.68,326.49,Yes
Male,0,No,No,63,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,88.98,5655.47,No
Male,0,No,Yes,49,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,One year,Yes,Mailed check,111.95,5467.54,No
Male,0,Yes,No,54,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,74.52,4025.72,No
Female,0,No,No,20,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,54.63,1112.76,No
Male,0,Yes,No,69,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,Two year,No,Mailed check,71.58,4983.84,No
Male,0,Yes,No,18,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,Two year,No,Electronic check,53.98,986.27,No
Female,0,No,No,36,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,53.69,1953.44,No
Male,0,No,No,2,Yes,No,DSL,Yes,No,No,Yes,No,Yes,One year,Yes,Electronic check,75.96,130.5,No
Female,0,No,No,64,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,No,Credit card (automatic),111.47,7121.19,No
Female,1,No,No,51,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,One year,Yes,Electronic check,67.6,3487.39,No
Male,0,Yes,Yes,11,Yes,No,DSL,No,No,Yes,No,No,Yes,Two year,No,Mailed check,67.28,694.27,No
Female,0,No,No,48,Yes,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,69.28,3331.01,No
Male,0,No,Yes,13,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,91.17,1148.85,Yes
Female,0,Yes,No,32,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,One year,No,Mailed check,107.25,3386.36,No
Male,1,Yes,Yes,37,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),101.27,3711.19,Yes
Female,1,No,Yes,67,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),41.79,2796.65,No
Female,0,No,No,24,Yes,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,No,Electronic check,62.3,1506.41,No
Female,0,Yes,No,0,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Two year,Yes,Credit card (automatic),103.48,0.0,No
Male,0,No,Yes,31,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,No,Two year,No,Mailed check,66.29,2056.26,No
Male,0,Yes,No,67,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,22.56,1558.77,No
Male,0,Yes,No,58,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,77.71,4510.94,No
Male,1,Yes,No,4,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,54.42,173.89,Yes
Female,0,No,No,3,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Two year,No,Mailed check,117.05,325.71,No
Male,0,Yes,Yes,55,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,No,Mailed check,109.69,5986.85,Yes
Female,0,No,Yes,52,No,No phone service,Fiber optic,No,Yes,No,No,Yes,No,One year,Yes,Electronic check,114.07,5940.38,No
Female,0,Yes,No,40,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),103.69,4185.32,Yes
Male,0,No,Yes,6,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,55.6,361.14,Yes
Male,0,No,No,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),50.43,963.14,No
Female,0,Yes,No,61,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),20.62,1285.55,No
Male,0,No,No,10,No,No phone service,DSL,Yes,No,No,No,No,No,One year,No,Electronic check,73.72,738.17,No
Male,0,Yes,Yes,14,Yes,No,DSL,No,No,No,No,No,Yes,One year,No,Electronic check,58.53,854.59,No
Female,0,Yes,No,33,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,No,Electronic check,65.37,2146.88,Yes
Female,1,No,No,53,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Two year,Yes,Mailed check,99.34,5255.7,No
Male,0,No,Yes,60,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,One year,Yes,Credit card (automatic),98.7,5970.78,Yes
Male,0,Yes,Yes,43,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Two year,Yes,Electronic check,105.07,4502.43,No
Male,0,No,Yes,35,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,57.98,1999.02,No
Female,0,Yes,No,28,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),32.38,954.11,No
Female,0,No,No,3,Yes,Yes,DSL,No,Yes,No,No,No,Yes,One year,Yes,Bank transfer (automatic),46.93,181.2,No
Female,0,No,No,19,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,62.63,1151.01,No
Female,0,No,Yes,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,42.35,606.82,No
Female,1,Yes,No,4,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,One year,Yes,Electronic check,71.99,323.57,No
Male,0,No,Yes,54,Yes,No,Fiber optic,No,Yes,No,No,No,No,Two year,Yes,Electronic check,81.72,4384.8,No
Male,0,No,Yes,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,52.11,1284.29,Yes
Female,0,Yes,Yes,37,Yes,No,DSL,No,No,No,No,Yes,No,Two year,Yes,Electronic check,63.35,2328.71,No
Female,1,Yes,No,14,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,Two year,Yes,Electronic check,61.01,838.07,No
Female,1,No,No,43,No,No phone service,DSL,Yes,No,No,Yes,No,Yes,Two year,No,Credit card (automatic),68.45,2916.5,No
Male,0,Yes,No,9,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,59.62,504.52,Yes
Male,0,No,No,49,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),111.69,5459.03,Yes
Male,0,Yes,Yes,53,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Two year,Yes,Mailed check,101.92,5402.61,No
Male,0,No,No,22,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,102.27,2202.27,No
Female,0,Yes,Yes,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),23.6,308.16,No
Female,0,No,No,56,Yes,No,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,55.9,3135.49,No
Male,0,No,No,16,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,67.55,1048.53,No
Male,0,Yes,Yes,13,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,One year,Yes,Credit card (automatic),118.15,1502.14,Yes
Female,0,No,Yes,24,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Two year,Yes,Mailed check,90.16,2120.39,No
Male,0,No,Yes,70,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),92.53,6506.33,No
Female,0,Yes,Yes,33,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,31.5,1018.06,No
Female,0,Yes,No,19,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,25.63,487.56,No
Male,0,No,Yes,37,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),50.88,1885.0,No
Male,0,No,No,25,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,119.72,2968.16,Yes
Female,0,Yes,No,48,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,One year,Yes,Mailed check,71.95,3485.12,No
Female,0,No,No,32,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),36.63,1219.23,No
Male,0,Yes,No,42,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,75.73,3174.13,No
Female,0,Yes,No,31,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Two year,No,Bank transfer (automatic),98.2,3093.05,No
Female,0,No,Yes,35,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,49.33,1697.12,No
Female,0,Yes,Yes,32,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),52.64,1710.67,No
Male,0,Yes,No,28,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,92.45,2590.79,No
Female,0,No,No,70,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,40.78,2859.01,No
Female,0,Yes,No,19,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),42.48,847.99,Yes
